"","RN","PN","Rdate"
"14835","CY015916","ABI92841","2004/10/04"
"14839","CY015948","ABI92885","2004/09/13"
"14685","CY012688","ABG80293","2004/09/12"
"2463","CY039966","ACT21507","2004/09/16"
"2460","CY039963","ACT21507","2004/09/16"
"2464","CY096843","ACT21507","2004/09/16"
"2492","CY007563","ABC42849","2004/10/07"
"14368","CY016451","ABJ09173","2004/10/07"
"14836","CY015924","ABI92852","2004/10/07"
"2487","CY007555","ABC42838","2004/10/04"
"623","CY022597","ABR28922","2005/01/30"
"2435","CY007459","ABC42739","2004/09/07"
"14858","CY007283","ABC43127","2004/09/10"
"2672","CY002938","ABA26755","2004/09/07"
"14840","CY015956","ABI92896","2004/10/14"
"14841","CY015964","ABI92907","2004/10/19"
"14842","CY015980","ABI92929","2004/10/28"
"11357","CY017603","ABK80267","2004/10/01"
"11359","CY020045","ABO32803","2004/10/27"
"11354","CY017973","ABL67396","2004/10/09"
"12652","CY105414","AEX35527","2005/08/30"
"12653","CY104252","AEX33869","2005/08/30"
"12656","CY105438","AEX35560","2005/10/10"
"2419","CY007795","ABC50398","2005/03/04"
"5272","CY091005","AEG65021","2005/04/06"
"12301","CY090989","AEG64999","2005/02/11"
"2469","CY007395","ABC43475","2004/08/18"
"2671","CY002930","ABA26744","2004/09/03"
"2430","CY007435","ABC42706","2004/09/09"
"2666","CY002922","ABA26733","2004/08/07"
"2428","CY007427","ABC43508","2004/09/09"
"14355","CY013935","ABI30466","2004/09/28"
"14347","CY012720","ABG80337","2004/09/21"
"14310","CY013461","ABI21079","2004/09/01"
"2466","CY007515","ABC43519","2004/09/21"
"2490","CY008236","ABC84433","2004/10/06"
"8682","CY006131","ABB53652","2005/01/19"
"14697","CY013493","ABI21112","2004/09/20"
"14860","CY008204","ABC86040","2004/09/08"
"14692","CY012696","ABG80304","2004/09/14"
"14364","CY013959","ABI30499","2004/10/02"
"14341","CY015596","ABI92401","2005/04/13"
"14358","CY013943","ABI30477","2004/09/29"
"14713","CY013549","ABI21178","2004/10/05"
"14712","CY016443","ABJ09162","2004/10/07"
"14707","CY020341","ABO38252","2004/09/27"
"14344","CY013525","ABI21145","2004/09/20"
"14369","CY013975","ABI30521","2004/10/14"
"14363","CY013951","ABI30488","2004/10/05"
"8943","CY002736","ABA12780","2005/01/04"
"14326","CY015564","ABI92357","2004/09/09"
"14349","CY013541","ABI21167","2004/09/23"
"14348","CY013533","ABI21156","2004/09/21"
"14340","CY013919","ABI30433","2004/09/03"
"14695","CY013152","ABG88707","2004/09/21"
"14701","CY013160","ABG88718","2004/09/21"
"14705","CY012712","ABG80326","2004/09/23"
"14333","CY013501","ABI21123","2004/09/07"
"14336","CY013509","ABI26646","2004/09/16"
"8924","CY002464","AAZ79974","2005/01/06"
"1064","CY007315","ABC43138","2004/09/13"
"2467","CY007523","ABC43530","2004/09/22"
"14371","CY013999","ABI30554","2004/10/15"
"2669","CY002962","ABA26788","2004/10/13"
"2668","CY002946","ABA26766","2004/09/22"
"8882","CY002584","AAZ83371","2004/12/01"
"2670","CY002904","ABA26799","2004/10/24"
"8916","CY002024","AAZ38583","2004/11/30"
"8923","CY002256","AAZ74540","2004/12/29"
"9045","CY006076","ABB46436","2005/02/02"
"8851","CY002408","AAZ79626","2004/12/21"
"4053","CY091125","AEG65186","2005/01/25"
"9283","CY002760","ABA18048","2004/11/06"
"8877","CY003336","ABA87242","2004/12/28"
"8660","CY002608","AAZ83688","2004/11/11"
"8675","CY002768","ABA18134","2004/11/22"
"8706","CY007643","ABC54679","2004/11/18"
"8887","CY002424","AAZ79593","2004/11/18"
"8941","CY002488","AAZ79996","2005/03/23"
"8910","CY002240","AAZ74529","2005/01/29"
"8871","CY003032","ABA42269","2004/11/06"
"8875","CY002416","AAZ79944","2004/11/05"
"8898","CY002200","AAZ74507","2005/01/03"
"8928","CY002264","AAZ74573","2005/01/28"
"8661","CY006123","ABB53625","2005/01/07"
"9444","CY019165","ABM22301","2004/12/22"
"9445","CY019811","ABM22301","2004/12/22"
"9443","CY019149","ABM22301","2004/12/22"
"9442","CY019141","ABM22301","2004/12/22"
"8904","CY002224","AAZ74485","2004/12/22"
"14683","CY014031","ABI30598","2005/07/11"
"14690","CY014047","ABI30620","2005/07/13"
"2436","CY008556","ABD16516","2005/06/27"
"2434","CY008356","ABC85875","2005/06/27"
"12305","CY090997","AEG65010","2005/03/10"
"8896","CY006435","ABB80137","2004/11/11"
"8717","CY006155","ABB53685","2005/01/18"
"8879","CY006115","ABB53614","2004/11/01"
"8873","CY002720","ABA12751","2005/01/04"
"8926","CY002040","AAZ38550","2004/12/22"
"8895","CY002192","AAZ74452","2004/12/20"
"8881","CY002184","AAZ74441","2005/02/15"
"13375","CY091133","AEG65197","2005/02/16"
"8913","CY003048","ABA43178","2005/01/18"
"9506","CY002280","AAZ74551","2004/11/04"
"8945","CY002072","AAZ38638","2005/03/04"
"9452","CY019269","ABM66952","2005/01/10"
"9454","CY019285","ABM66952","2005/01/10"
"9456","CY020533","ABM66952","2005/01/10"
"9453","CY019277","ABM66952","2005/01/10"
"9457","CY019189","ABM22367","2005/01/10"
"8696","CY002784","ABA18026","2004/12/09"
"8936","CY002480","AAZ80017","2005/01/05"
"8698","CY003416","ABB02847","2004/12/16"
"9455","CY019293","ABM66952","2005/01/10"
"9458","CY019301","ABM22367","2005/01/10"
"9460","CY019317","ABM22367","2005/01/10"
"9459","CY019309","ABM22367","2005/01/10"
"8929","CY003344","ABA87253","2005/01/04"
"8891","CY002728","ABA12762","2004/12/15"
"8889","CY002432","AAZ79615","2004/12/08"
"8888","CY002008","AAZ38517","2005/02/02"
"8880","CY002176","AAZ74419","2004/12/01"
"9448","CY019253","ABM66930","2004/12/27"
"9449","CY019261","ABM66930","2004/12/27"
"9446","CY019173","ABM22345","2004/12/27"
"9447","CY019181","ABM22345","2004/12/27"
"8921","CY002248","AAZ74518","2004/12/28"
"8907","CY002232","AAZ74496","2004/12/27"
"8686","CY002776","ABA18156","2005/02/15"
"8902","CY002208","AAZ74463","2004/12/20"
"8914","CY002592","AAZ83382","2004/12/20"
"8566","CY003072","ABA43200","2004/12/16"
"4758","EU857047","ACF36412","2005/01/08"
"8938","CY002056","AAZ38594","2005/01/07"
"8894","CY002440","AAZ79627","2004/12/16"
"9049","CY006371","ABB80001","2004/11/27"
"14846","CY016004","ABI92962","2005/07/04"
"11363","CY017611","ABK80278","2005/08/02"
"14704","CY015612","ABI92423","2005/07/26"
"14311","CY014135","ABI30843","2005/09/13"
"11364","CY019029","ABM22147","2005/08/16"
"2478","CY008620","ABD16336","2005/08/31"
"10778","CY014087","ABI30777","2005/08/11"
"14376","CY014111","ABI30810","2005/08/15"
"2476","CY008596","ABD16472","2005/08/17"
"14711","CY015620","ABI92434","2005/08/14"
"14327","CY014079","ABI30766","2005/08/09"
"2441","CY009044","ABD60823","2005/07/01"
"14699","CY015604","ABI92412","2005/07/12"
"14361","CY021965","ABQ44405","2005/08/12"
"14849","CY016012","ABI92973","2005/07/11"
"14851","CY016028","ABI92995","2005/07/29"
"14844","CY015996","ABI92951","2005/06/28"
"2477","CY008604","ABD16358","2005/08/22"
"2482","CY008436","ABC85809","2005/09/02"
"14321","CY015628","ABI92445","2005/08/11"
"2454","CY008364","ABC84498","2005/07/11"
"14374","CY014063","ABI30744","2005/08/09"
"14367","CY014071","ABI30755","2005/08/10"
"2479","CY008628","ABD16325","2005/08/31"
"2483","CY008652","ABD16549","2005/08/31"
"12494","CY014055","ABI30733","2005/08/08"
"14715","CY016475","ABJ09206","2005/08/23"
"14719","CY014095","ABI30788","2005/08/23"
"2543","CY008348","ABC85886","2005/06/18"
"2471","CY008396","ABC85842","2005/07/28"
"2546","CY008059","ABC67686","2005/06/21"
"2475","CY008588","ABD16483","2005/08/03"
"10780","CY014119","ABI30821","2005/08/31"
"2091","CY091525","AEG65736","2005/12/02"
"14329","CY016467","ABJ09195","2005/08/09"
"638","CY091389","AEG65549","2005/04/16"
"633","CY091421","AEG65593","2005/04/13"
"635","CY091405","AEG65571","2005/04/15"
"637","CY091397","AEG65560","2005/04/15"
"622","CY023082","ABS50075","2005/09/28"
"621","CY022573","ABR28889","2005/09/29"
"642","CY091357","AEG65505","2005/06/13"
"644","CY091349","AEG65494","2005/06/13"
"645","CY091341","AEG65483","2005/06/13"
"11366","CY019747","ABN50767","2005/08/18"
"646","CY091333","AEG65472","2005/06/15"
"641","CY091365","AEG65516","2005/06/13"
"8274","CY092217","AEI54369","2005/02/10"
"14852","CY016036","ABI93006","2005/07/27"
"6583","CY118818","AFJ77957","2004/10/12"
"2449","CY007955","ABC67554","2005/05/20"
"7897","CY114389","AFH00659","2006/02/25"
"12655","CY105430","AEX35549","2005/10/03"
"2080","CY091429","AEG65604","2005/02/07"
"3173","EU516019","ACA33674","2007/03/17"
"9550","CY025485","ABV29909","2007/03/05"
"4899","CY039175","ACO95448","2005/02/28"
"4786","EU857093","ACF36458","2005/03/11"
"2494","CY007571","ABC43552","2004/10/12"
"14688","CY013477","ABI30444","2004/09/11"
"14718","CY012680","ABG80282","2004/09/01"
"14698","CY013911","ABI30422","2004/08/18"
"598","CY002954","ABA26777","2004/10/12"
"2664","CY002905","ABA26700","2004/07/20"
"4765","EU857058","ACF36423","2005/01/14"
"4753","EU857038","ACF36403","2004/08/08"
"8705","CY002080","AAZ38650","2004/12/24"
"8915","CY002016","AAZ38528","2005/01/03"
"8699","CY006139","ABB53663","2005/02/01"
"7866","CY112989","AFG72889","2004/12/04"
"12641","CY104220","AEX33825","2005/07/15"
"4777","EU857082","ACF36447","2005/02/16"
"9342","CY008516","ABD15526","2004/10/19"
"8683","CY002288","AAZ74595","2004/12/09"
"8892","CY003040","ABA43167","2004/12/28"
"9051","CY003656","ABB03079","2004/09/17"
"9058","CY006179","ABB53718","2004/09/20"
"9064","CY008164","ABC84400","2004/09/27"
"9063","CY003664","ABB03090","2004/11/08"
"9050","CY006379","ABB80012","2004/09/17"
"14304","CY016212","ABI95239","2004/08/12"
"8903","CY002216","AAZ74474","2004/12/09"
"8691","CY002504","AAZ80030","2004/12/07"
"9089","CY009268","ABD61282","2004/12/10"
"8804","CY002712","ABA12740","2004/11/08"
"9046","CY006291","ABB79731","2005/02/08"
"9048","CY003648","ABB03068","2005/03/07"
"9047","CY003640","ABB03057","2005/02/09"
"8925","CY002472","AAZ79985","2004/12/28"
"9062","CY006092","ABB46458","2004/09/27"
"8697","CY003408","ABB02836","2004/12/27"
"8944","CY003056","ABA42291","2005/01/24"
"8920","CY002600","AAZ83649","2004/12/26"
"2665","CY002906","ABA26711","2004/07/20"
"14681","CY012672","ABG80271","2004/08/31"
"14708","CY013517","ABI21134","2004/09/27"
"14682","CY013469","ABI21090","2004/09/06"
"2433","CY007451","ABC42728","2004/09/07"
"12599","CY008212","ABC84422","2004/09/18"
"14370","CY013991","ABI30543","2004/10/19"
"14700","CY013485","ABI21101","2004/09/21"
"6580","CY118794","AFJ77924","2004/08/04"
"6581","CY118802","AFJ77935","2004/09/14"
"6595","CY091453","AEG65637","2004/09/15"
"6597","CY091437","AEG65615","2004/09/26"
"6596","CY091445","AEG65626","2004/09/25"
"6575","CY118746","AFJ77858","2004/05/24"
"6579","CY118786","AFJ77913","2004/08/04"
"6578","CY118770","AFJ77891","2004/07/26"
"14332","CY012704","ABG80315","2004/09/05"
"6582","CY118810","AFJ77946","2004/10/06"
"11291","KM438093","AIT16531","2006/01/27"
"11283","KM438090","AIT16528","2005/12/03"
"11288","KM438089","AIT16527","2005/11/15"
"11292","KM438087","AIT16525","2006/11/28"
"11289","KM438088","AIT16526","2006/12/19"
"11284","KM438084","AIT16522","2005/11/04"
"11285","KM438086","AIT16522","2005/11/04"
"11287","KM438083","AIT16521","2005/06/10"
"11290","KM438082","AIT16520","2005/04/22"
"11286","KM438085","AIT16523","2005/06/07"
"4739","EU857021","ACF36386","2004/07/02"
"12600","CY007307","ABC42629","2004/09/10"
"14305","CY014015","ABI30576","2005/01/25"
"14843","CY015988","ABI92940","2005/01/04"
"6576","CY118754","AFJ77869","2004/06/23"
"2676","KC197825","AGA18972","2003/12/31"
"4787","EU857094","ACF36459","2003/12/30"
"6568","CY117980","AFJ74831","2003/11/07"
"6571","CY118714","AFJ77814","2003/12/22"
"4741","EU857024","ACF36389","2004/07/06"
"6570","CY118706","AFJ77803","2003/12/11"
"4226","CY105310","AEX35384","2004/02/05"
"4781","EU857086","ACF36451","2003/11/14"
"4872","CY038991","ACO94958","2004/04/23"
"4881","CY039167","ACO95437","2004/07/05"
"12637","CY105238","AEX35285","2003/09/25"
"6573","CY118730","AFJ77836","2004/01/19"
"4720","EU856986","ACF36351","2004/05/08"
"4727","EU856995","ACF36360","2004/06/10"
"4726","EU856994","ACF36359","2004/06/03"
"4874","CY040298","ACR15524","2004/05/28"
"4724","EU856992","ACF36357","2004/06/01"
"12636","CY104084","AEX33464","2003/09/18"
"647","CY104132","AEX33530","2004/02/13"
"4228","CY104212","AEX33640","2005/03/24"
"4224","CY105286","AEX35351","2004/02/02"
"12638","CY105246","AEX35296","2003/11/18"
"7736","CY104148","AEX33552","2004/01/31"
"13658","JN617981","AEO09002","2004/02/06"
"4223","CY104156","AEX33563","2004/02/01"
"6572","CY118722","AFJ77825","2004/01/05"
"4879","CY038623","ACO36518","2004/06/29"
"6577","CY118762","AFJ77880","2004/07/20"
"2667","CY002914","ABA26722","2004/08/12"
"14710","CY012112","ABG48269","2004/08/18"
"6574","CY118738","AFJ77847","2004/02/07"
"6569","CY118698","AFJ77792","2003/12/08"
"4935","CY038967","ACO94925","2004/03/19"
"2079","CY091221","AEG65318","2003/12/16"
"3380","CY088366","AFD64066","2003/12/05"
"2674","KC197822","AGA18969","2003/11/21"
"2675","KC197824","AGA18971","2003/12/29"
"4871","CY038983","ACO94947","2004/04/16"
"4867","CY039487","ACP44236","2004/02/10"
"14679","CY012104","ABG48258","2004/01/26"
"2083","CY091173","AEG65252","2003/12/17"
"2086","CY091213","AEG65307","2003/12/19"
"4225","CY104164","AEX33574","2004/02/04"
"12026","CY091157","AEG65230","2003/10/03"
"12025","CY091477","AEG65670","2003/10/01"
"12028","CY091253","AEG65362","2003/10/08"
"4913","CY038951","ACO94903","2004/03/06"
"12027","CY091469","AEG65659","2003/10/07"
"12022","CY091149","AEG65219","2003/09/28"
"12029","CY091245","AEG65351","2003/10/09"
"12024","CY091485","AEG65681","2003/09/30"
"4330","CY105318","AEX35395","2004/03/10"
"8704","CY006147","ABB53674","2005/02/02"
"4900","CY039055","ACO95226","2005/03/07"
"2094","CY091549","AEG65769","2005/02/07"
"2095","CY092257","AEI54424","2005/02/08"
"8905","CY002456","AAZ79963","2005/02/22"
"8927","CY002048","AAZ38572","2004/12/27"
"8922","CY002032","AAZ38605","2005/01/29"
"8940","CY002064","AAZ38616","2004/12/21"
"4650","EU856854","ACF36219","2004/02/02"
"4673","EU856906","ACF36271","2004/02/12"
"4873","CY038599","ACO36485","2004/04/29"
"4696","EU856942","ACF36307","2004/04/02"
"4896","CY038943","ACO94892","2004/03/01"
"12608","CY040082","ACR15227","2004/01/02"
"4779","EU857084","ACF36449","2003/09/27"
"4869","CY038583","ACO36463","2004/03/25"
"4756","EU857044","ACF36409","2003/08/26"
"4778","EU857083","ACF36448","2003/09/21"
"8681","CY002520","AAZ83242","2003/08/16"
"4754","EU857039","ACF36404","2003/08/18"
"4750","EU857035","ACF36400","2003/08/05"
"4742","EU857026","ACF36391","2003/07/06"
"4745","EU857029","ACF36394","2003/07/18"
"4746","EU857030","ACF36395","2003/07/19"
"4675","EU856909","ACF36274","2004/02/14"
"13657","JN617979","AEO09000","2003/07/22"
"4743","EU857027","ACF36392","2003/07/08"
"4782","EU857087","ACF36452","2003/11/14"
"4776","EU857081","ACF36446","2003/09/10"
"4773","EU857071","ACF36436","2005/01/31"
"4783","EU857088","ACF36453","2005/02/27"
"4762","EU857053","ACF36418","2004/09/02"
"4717","EU856982","ACF36347","2004/05/04"
"4780","EU857085","ACF36450","2005/02/20"
"4764","EU857055","ACF36420","2004/09/03"
"7699","AB434109","BAG28227","2005/03/16"
"4740","EU857023","ACF36388","2004/07/06"
"4775","EU857079","ACF36444","2005/02/12"
"4757","EU857045","ACF36410","2004/08/18"
"4898","CY038679","ACO36584","2005/01/06"
"4893","CY038663","ACO36573","2004/09/17"
"4877","CY038615","ACO36507","2004/06/15"
"4886","CY039031","ACO95193","2004/07/22"
"4725","EU856993","ACF36358","2004/06/01"
"4878","CY039007","ACO95153","2004/06/19"
"4875","CY038607","ACO36496","2004/06/01"
"4883","CY043744","ACU12516","2004/07/17"
"4884","CY038631","ACO36529","2004/07/21"
"4719","EU856984","ACF36349","2004/05/08"
"4894","CY040314","ACR15546","2004/09/23"
"4890","CY038647","ACO36551","2004/08/18"
"4897","CY039047","ACO95215","2004/11/23"
"4752","EU857037","ACF36402","2004/08/06"
"4892","CY038655","ACO36562","2004/09/02"
"4887","CY038639","ACO36540","2004/07/30"
"4888","CY039495","ACP44247","2004/08/02"
"4891","CY040306","ACR15535","2004/08/24"
"4882","CY039023","ACO95182","2004/07/07"
"4895","CY038671","ACO37122","2004/10/18"
"2462","CY039965","ACT21507","2004/09/16"
"4889","CY039039","ACO95204","2004/08/09"
"4880","CY039015","ACO95171","2004/07/02"
"4763","EU857054","ACF36419","2004/09/03"
"3370","CY088198","AFD63835","2003/11/20"
"3364","CY088262","AFD63923","2003/11/26"
"3365","CY107130","AFD63923","2003/11/26"
"3360","CY088086","AFD63681","2003/11/11"
"3353","CY088014","AFD63582","2003/11/03"
"3356","CY088038","AFD63615","2003/11/12"
"3397","CY107082","AFD64326","2003/11/06"
"3378","CY088406","AFD64121","2003/12/18"
"7885","CY114365","AFH00626","2003/09/25"
"9196","CY000957","AAY18126","2003/12/16"
"9110","CY000257","AAX35821","2004/02/05"
"8805","CY000025","AAX11495","2003/11/29"
"8730","CY001640","AAY64392","2003/11/28"
"14324","CY012352","ABG67557","2003/06/22"
"2505","CY007003","ABC42136","2003/08/18"
"2513","CY007131","ABC42516","2003/07/14"
"14826","CY015844","ABI92742","2003/09/10"
"2509","CY007027","ABC42940","2003/07/05"
"2516","CY007155","ABC42984","2003/07/16"
"2524","CY007251","ABC43105","2003/08/15"
"14821","CY015796","ABI92676","2003/09/17"
"11346","CY018989","ABM22103","2003/08/25"
"14323","CY012072","ABG48214","2003/06/21"
"2510","CY007067","ABC42951","2003/07/05"
"14687","CY011736","ABG37571","2003/06/18"
"14350","CY013120","ABG88663","2003/06/24"
"14680","CY011696","ABG37516","2003/05/19"
"2520","CY007195","ABC43028","2003/07/16"
"2499","CY006923","ABC41692","2003/07/14"
"14689","CY011744","ABG37582","2003/06/24"
"2523","CY007243","ABC43094","2003/08/05"
"14357","CY013136","ABG88685","2003/07/03"
"11343","CY018973","ABM22081","2003/08/12"
"14706","CY012376","ABG67590","2003/07/16"
"11348","CY017579","ABK80234","2003/09/11"
"2521","CY007211","ABC43050","2003/07/16"
"14702","CY012656","ABG80249","2003/07/07"
"14694","CY012064","ABG48203","2003/06/30"
"2500","CY006939","ABC41725","2003/07/16"
"14824","CY015828","ABI92720","2003/10/22"
"2502","CY006971","ABC41964","2003/08/17"
"2515","CY008548","ABD16527","2003/07/15"
"2504","CY006995","ABC42125","2003/07/26"
"2511","CY007075","ABC42307","2003/07/06"
"2514","CY008540","ABD16538","2003/07/15"
"2519","CY008196","ABC86124","2003/07/18"
"2503","CY006987","ABC42114","2003/06/30"
"2507","CY007019","ABC42929","2003/07/05"
"2506","CY007011","ABC42147","2003/08/14"
"2501","CY006963","ABC41953","2003/08/19"
"2512","CY007083","ABC42318","2003/07/15"
"14318","CY012424","ABG67656","2003/07/25"
"11344","CY018981","ABM22092","2003/08/20"
"12207","CY007179","ABC43017","2003/08/22"
"3345","CY013445","ABI21057","2003/08/02"
"14823","CY015820","ABI92709","2003/09/12"
"14317","CY012416","ABG67645","2003/07/28"
"14309","CY012368","ABG67579","2003/07/06"
"14377","CY012080","ABG48225","2003/06/28"
"14306","CY012088","ABG48236","2003/07/08"
"2525","CY007267","ABC42585","2003/08/17"
"2522","CY007227","ABC43072","2003/07/17"
"14313","CY012384","ABG67601","2003/06/25"
"14362","CY011752","ABG37593","2003/06/30"
"14312","CY011768","ABG37615","2003/07/08"
"14320","CY013429","ABI21035","2003/06/16"
"2518","CY007171","ABC43006","2003/08/17"
"11347","CY017941","ABL67352","2003/09/03"
"14308","CY013437","ABI21046","2003/07/07"
"14723","CY012648","ABG80238","2003/05/30"
"14703","CY012664","ABG80260","2003/07/08"
"14372","CY011760","ABG37604","2003/07/02"
"14316","CY012408","ABG67634","2003/07/24"
"14322","CY012096","ABG48247","2003/08/07"
"14338","CY012360","ABG67568","2003/06/23"
"14339","CY011728","ABG37560","2003/06/11"
"14315","CY012400","ABG67623","2003/07/08"
"14378","CY013144","ABG88696","2003/06/27"
"14314","CY012392","ABG67612","2003/07/11"
"14829","CY017797","ABL67165","2003/09/15"
"2508","CY009020","ABD61293","2003/07/05"
"634","CY091293","AEG65417","2003/07/01"
